country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Israel,5140.3457,5955.4785,5294.1821,5098.7344,5925.2485,6508.0713,6880.0884,7064.8188,7271.5903,7951.9736,8205.29,8830.1953,9165.2402,9791.6602,10296.167,9980.0283,10739.057,10569.403,10797.225,12118.502,13215.091,14287.622,15320.309,16025.035,16299.731,16465.328,16068.262,15687.992,16045.588,16470.703,16553.537,17188.213,17379.537,17792.461,17761.676,17750.834,18650.326,19842.342,20223.18,19528.055,20892.543,22099.256,23145.096,23574.76,24303.756,25386.332,26556.984,27423.23,28141.305,29116.107,31339.816,31158.688,30708.828,29046.471,28426.965,28211.977,27929.297,27758.654,27208.326,27996.889,28638.904,29320.334,30389.09,31756.465,33613.121,34850.781,35619.473,36185.711
Italy,4076.8054,4413.1992,4528.5869,4829.3013,5005.9888,5318.5649,5489.1069,5692.8047,5908.2593,6290.7671,6844.2095,7372.1318,7737.3896,8033.833,8188.6162,8349.9951,8759.8027,9336.2207,9883.7393,10426.123,11782.676,11982.137,12494.135,13499.646,14371.558,14088.365,15444.158,16169.936,17058.514,18569.279,19802.148,19416.869,19064.469,18796.275,19017.875,19173.258,20452.088,21479.973,22427.111,23356.107,24393.209,25114.551,25570.662,25519.283,26351.465,27628.709,28196.893,29380.906,30741.4,31602.66,32352.117,32183.65,31600.504,31562.439,31554.459,32689.793,33749.797,35186.855,35871.988,34406.414,34727.676,35739.02,35366.633,34716.012,34683.633,35186.254,36918.219,37999.699
Jamaica,,,,3249.1072,3566.6011,3864.0112,4236.1753,4720.292,4728.4097,4767.4688,4937.7422,5120.853,5145.8701,5436.7358,5606.4492,5670.2031,5648.2505,5579.3218,5552.4966,5720.8105,6413.6401,6544.2256,7073.749,7064.6816,6724.1675,6517.8169,6045.0854,5641.9429,5298.4722,4800.1187,4230.1646,4125.2261,4055.9485,4158.1963,3938.9263,3460.6052,3797.6528,4185.519,4365.5288,4415.2549,4714.958,4558.7461,4806.1797,5095.998,5049.5757,5066.9678,5129.6011,5052.2891,5094.624,5170.1074,5221.9434,5204.6753,5185.6792,5641.3018,5713.5986,6109.8174,6295.0313,6631.6211,6553.9321,6548.6392,6675.1768,6775.2134,6738.8291,6858.3208,6896.3882,6836.1431,6795.1694,6804.9565
Japan,2530.6658,2754.3992,2983.0779,3069.7446,3194.9885,3411.9163,3609.3303,3834.9121,4075.9973,4419.0586,4954.4229,5454.1348,5922.7617,6349.9199,6997.4419,7352.5288,8036.9883,8787.7988,9796.959,10870.652,11876.169,12405.671,13340.729,14214.265,13922.878,14370.871,15167.388,16042.77,17103.016,18094.658,18980.955,18817.154,18415.699,17987.982,17950.85,18414.936,19955.061,21248.395,23298.621,24900.943,26779.938,28354.563,29285.672,30067.561,30935.707,32587.881,34219.941,34351.984,33746.164,33755.539,34570.578,34149.934,34027.289,34567.023,35412.691,36243.602,36710,37383.566,36680.117,34956.406,36595.633,36122.828,36588.051,37267.996,37741.941,38875.066,39587.566,40373.75
Jordan,,,,,2181.084,1734.1313,2404.8975,2400.4033,2612.8481,2887.9744,2916.4209,3328.0618,3218.2695,3304.5417,3649.5769,3912.3396,3926.8726,3813.1042,3436.085,3389.3779,2931.0667,2785.2141,2859.4502,2650.2146,2653.3557,2398.4802,2711.7295,2668.925,3272.5076,3622.5874,4162.4878,4046.9653,4073.2722,3976.177,4383.3652,4023.8328,3922.0002,4409.8145,4464.5674,4569.7681,3707.897,2987.187,3191.9878,3204.6013,3255.2454,3305.0918,3173.3857,3312.8281,3288.957,3360.6296,3531.0027,3718.9333,4097.0264,4096.0649,4523.7944,5585.2891,6048.3696,6908.1631,8690.7744,9506.7617,9351.3877,10313.549,10298.684,9636.9072,9475.5908,9319.7822,9002.4961,8996.9414
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10975.978,10707.445,10881.71,8065.147,6485.1782,5577.0308,5562.5464,5269.3496,4988.6289,4828.9287,5538.1606,6288.1855,6582.103,7414.2808,8402.5898,10048.212,12201.951,14130.697,16303.529,15274.144,17908.842,21647.502,22256.73,24120.551,23687.969,21445.693,20929.395,21053.27
Kenya,1509.1199,1748.6736,1571.3936,1453.6486,1555.2646,1603.3361,1614.939,1642.6743,1608.6178,1518.262,1599.2924,1535.3315,1605.1807,1593.5281,1683.9534,1718.7889,1833.179,1844.4823,1780.4462,1838.9222,1650.2897,1727.7202,1835.9635,1828.7368,1966.6487,1902.4529,1869.0092,2015.2301,2097.8489,2017.8536,2050.6902,2013.8969,2003.9712,2037.5378,2099.8882,2067.3562,2153.5825,2105.2678,2155.2817,2106.8013,2139.0056,2116.5251,2003.6559,2058.1384,2298.4915,2147.8853,2175.4556,2153.5818,2106.3906,2071.1563,1994.0249,2020.1554,1916.8733,1829.3198,1860.252,1939.8628,2093.7922,2180.3552,2211.772,2296.9517,2484.0349,2639.4402,2744.6201,2800.7644,2853.7197,2935.5334,2999.3271,3072.0334
Kuwait,,,,,,,,,,,,,,,,,,,,,125700.52,120971.03,118081.88,101852.59,87136.195,72844.07,75627.664,72842.578,69315.023,76753.602,56833.09,45879.32,39975.008,39176.793,38343,32739.311,25267.309,28280.615,23624.895,26164.664,19449.137,11819.385,25147.17,35888.766,40471.934,42522.855,45134.949,43061.945,41314.352,36501.742,39086.531,35180.961,35862.457,44286.887,53280.387,67881.219,79689.836,81881.141,93712.141,63231.977,67029.523,78366.453,85207.063,78595.039,68610.469,45232.609,41474.051,39343.883
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7324.689,7187.4106,5631.3394,4811.061,3630.3584,3092.8323,3058.6333,2442.9507,2178.4248,2087.4097,2043.0195,1997.6855,1987.3761,2159.1311,2269.6565,2285.8135,2630.4397,2949.613,3425.6436,3393.8091,3382.4641,4170.0513,4009.6418,4459.5425,6098.457,7149.1641,10789.443,10572.493
Laos,,,,,,,,,,,,,,,,,,,,,685.29968,700.14716,704.30634,745.93555,753.90228,787.84705,798.4115,774.10193,777.91229,745.67383,808.79431,914.64148,964.60388,1010.2413,965.96869,1046.2836,1060.9077,1064.8821,1145.597,1249.9305,1255.9733,1258.5543,1271.3312,1309.7018,1393.723,1457.429,1579.2061,1647.1265,1640.6381,1764.7853,1750.2629,2042.3094,2260.2483,2241.9456,2383.1169,2471.0833,2998.5925,3387.2771,3601.2788,4056.6316,4316.9697,4933.5518,5280.5137,5705.457,5978.7676,5854.8647,6331.1826,6518.4531
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14928.666,13479.758,9580.4561,8595.418,8623.6738,8465.3086,8602.5381,8882.4678,9411.1563,9778.8564,10430.427,11332.327,11806.956,12198.736,12790.776,14666.055,15688.484,17225.732,18411.717,16190.54,16943.688,18601.803,19464.465,20008.846,21000.939,21965.313,22435.625,24139.602
Lebanon,,,,,,,,,,,,,,,,,,,,,6824.8813,7273.0625,7850.3345,8252.3799,8034.4692,5448.3623,2299.1047,4954.8213,4498.5425,5339.4375,5709.3125,5629.5381,3679.168,5225.2275,6286.8838,8122.8926,6949.8081,8164.2007,5479.77,3084.769,4476.6812,6267.9541,4748.5679,4407.3003,4447.3779,4416.5801,4381.8442,3544.3352,4221.6138,5148.2637,5883.2402,6452.2739,8120.5894,9282.5225,11157.912,13888.736,13377.398,14409.616,15985.033,17741.963,18025.25,16506.957,16165.61,15443.404,15103.302,15061.264,15178.339,15059.002
Lesotho,,,,,,,,,,,951.40869,947.83606,1076.2661,1180.9491,1243.8123,1243.2018,1293.274,1364.4547,1339.175,1312.2931,1343.3169,1230.8097,1482.9781,1797.6105,1883.8774,1822.6731,2095.9165,2268.6494,2458.2061,2228.8364,1973.4492,1999.8213,2044.2697,1934.5389,1951.8451,1963.7341,1895.9489,1979.2257,2222.6726,2381.2983,2417.2136,2452.8452,2382.5664,2573.7166,2519.0933,2605.0415,2826.1528,2876.3772,2488.4109,2503.8347,2530.0313,2672.0068,2678.4434,2679.3623,2652.4766,2696.3213,2757.0547,2666.7498,2843.7312,2720.2361,2432.7976,2529.4453,2821.4727,2930.7827,3145.7336,3285.7202,3263.8423,3238.5508
Liberia,,,,,,,,,,,,,,,1504.208,1566.8689,1655.3835,1703.7004,1710.444,1776.7737,1839.4695,1900.074,1935.3483,1990.5476,2066.9583,1856.7603,1956.5721,2042.5447,2076.0681,1704.2023,1845.5742,1563.4202,1499.5382,1449.6569,1377.89,1298.1813,1295.339,1380.8197,1425.1847,1499.4078,791.40271,747.58539,474.97028,325.70547,249.30579,236.22252,215.44821,425.30243,532.72137,586.95587,869.79181,731.11316,732.42993,532.95508,991.11133,963.21655,882.26013,797.38947,839.82013,792.52771,786.67023,772.35278,810.37109,763.11804,815.50525,781.90955,749.91693,760.73505
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13019.557,10752.63,9221.6855,8540.7383,7854.5737,8386.0947,8776.8232,9216.5176,9581.3213,9967.5771,10751.155,11609.967,11899.268,13223.272,13499.808,15388.341,16554.828,18175.492,19443.17,17058.258,18475.371,20581.205,22015.789,22503.521,23736.953,24076.557,24574.676,25992.143
Luxembourg,12737.883,13413.831,14670.81,13176.89,12713.031,13506.148,14811.331,15266.602,14674.871,14585.796,15757.448,15583.272,15119.763,15104.167,16153.123,16207.082,16344.915,16928.205,17768.682,20160.836,20123.754,19268.021,20523.707,22676.342,23957.936,20513.096,21701.854,21765.609,22877.127,23649.279,23978.266,23005.549,23023.971,22907.174,22609.547,22373.271,25737.367,26369.734,28983.32,32207.615,33461.379,36711.488,36764.75,38965.109,40569.613,40390.867,40564.355,43855.984,46915.438,51821.871,57062.16,53040.594,51204.078,49380.414,45351.938,56529.117,55356.727,58264.945,56570.125,51742.883,57882.809,54199.086,58092.125,55527.98,64658.273,69708.117,72530.203,74605.234
Macao,,,,,,,,,,,,,,,,,,,,,5799.8042,6195.4619,6718.624,8345.5137,8766.6396,9564.0752,10071.928,11081.831,12139.848,12857.979,13546.85,14353.53,14274.396,15810.912,16290.911,15611.955,16627.643,18900.674,20169.889,20916.719,23324.943,25139.314,28785.297,29892.242,30603.133,31986.203,30893.607,30066.479,28331.803,27477.291,28493.023,28637.957,31010.744,35392.688,43579.832,45371.566,51458.781,60093.52,66144.516,70915.75,91982.391,121797.9,125857.45,124375.16,126955.54,87298.398,80056.703,82995.453
Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826.9976,5725.5679,5371.1138,5407.8203,5458.8628,5579.0225,5621.6836,5799.6821,6055.8667,6549.8296,7139.2935,7398.1699,7376.9434,7397.1421,7719.7446,8446.4277,8963.877,9404.1836,10494.735,10910.688,11265.644,11345.013,11585.6,11826.303,12289.846,12780.575,13367.096,13396.587
Madagascar,,,,,,,,,,,1438.0781,1481.7201,1523.4059,1483.168,1477.1736,1436.501,1449.2791,1479.6475,1562.0598,1580.1295,1635.6991,1665.8696,1569.1021,1506.7583,1475.3322,1442.0391,1410.3717,1395.6558,1339.0873,1483.7802,1457.1449,1346.6455,1300.495,1335.3783,1335.8881,1354.8649,1587.6743,1469.2927,1391.7126,1308.3378,1286.5278,1188.6125,1121.7114,1106.0939,1075.8248,1064.6104,1074.2657,1089.1929,1107.4148,1132.121,1161.6647,1209.1748,1093.9961,1174.431,1199.1934,1233.2256,1271.4628,1297.3464,1426.2871,1373.106,1459.9155,1524.114,1527.1162,1515.7927,1540.7789,1508.811,1520.4072,1591.5533
Malawi,,,,,726.88422,759.78223,798.06122,844.92841,840.8526,797.0647,849.53461,850.32178,844.99487,838.74756,815.72681,924.1438,1038.0396,1036.1827,1031.0916,1078.0328,1090.5206,1206.2455,1290.3329,1224.7192,1270.8702,1297.114,1266.5903,1237.8016,1252.0978,1191.1946,1187.0756,1198.0898,1229.6432,1293.0985,1340.405,1434.9207,1270.1853,1139.4467,1027.4697,1054.5286,976.46039,1025.2614,899.68457,963.98218,1115.3772,1059.5334,1002.8445,1076.1139,893.00702,899.04071,863.50708,772.79883,911.39709,919.01196,1030.4543,1072.135,1051.1506,1201.434,1295.3879,1014.801,972.04572,1064.7067,1004.1685,1059.3707,1036.4071,1135.4623,1026.3862,1038.3186
Malaysia,,,,,,2144.4072,2224.3472,2212.24,2147.5176,2234.8379,2374.5398,2522.7842,2628.9802,2731.5933,2889.5935,3010.135,3121.6926,3130.4797,3199.1777,3233.1064,3428.7942,4096.5313,4307.2378,4743.2974,5132.5474,4847.5522,5274.2197,5569.4033,5812.9839,6160.8999,6560.1084,6826.8364,7094.8667,7359.187,7733.7661,6962.1558,6261.854,6559.2065,6964.1309,7520.5786,8276.4189,8951.3428,9279.8242,9884.3584,10435.659,11347.92,12065.231,12368.026,10290.027,10546.733,11914.924,11504.246,11944.33,12486.643,13431.061,15053.963,15076.896,16380.521,18092.984,16735.193,17913.164,19988.979,20889.135,21814.16,22044.496,21489.604,21804.357,22775.844
Maldives,,,,,,,,,,,,,,,,,,,,,2652.1926,2728.0823,2708.4697,2618.9226,2593.74,2334.7061,2437.865,2506.002,2621.3801,2696.1841,3409.5564,3177.0203,4381.7427,3376.0088,3860.0991,4066.7925,4397.9414,4950.4614,5286.6328,5673.6421,6419.228,6704.1885,6486.7061,6518.5527,6712.7476,6459.2085,6929.3555,7026.8042,7530.5664,7440.6045,8304.0977,8368.918,9139.9023,10340.154,12792.267,11766.999,15986.216,18787.65,17399.914,12174.749,12140.804,15347.01,15551.288,17003.469,16964.482,14315.322,13505.962,13829.851
Mali,,,,,,,,,,,703.97052,687.94537,672.40582,647.21802,512.45007,545.68311,534.15613,541.26746,573.83063,575.86121,598.48639,610.28748,529.97516,535.61438,523.36371,563.04657,614.55212,627.51392,612.30328,685.9754,651.38422,725.74249,774.87616,753.62799,704.84595,904.12909,895.56055,802.58557,676.78607,688.95032,675.80487,722.30664,652.10291,672.64532,660.85016,881.19641,1091.2743,1166.6548,1211.6547,1197.0219,1156.9166,1256.0245,1259.7218,1382.5997,1259.525,1332.203,1470.175,1457.3357,1556.7053,1825.4073,1873.281,1851.3145,1983.1473,2041.519,2074.4346,2114.3528,2238.1941,2334.3462
Malta,,,,,757.90302,779.41937,1035.301,993.72046,1214.7357,1345.5105,718.98798,709.71539,1058.6644,131.30023,779.78033,1815.1593,2084.2834,2281.4004,2592.2034,2732.9333,3040.1077,3270.7288,3617.1211,3964.2778,4461.8252,5501.4517,6681.5703,7379.0664,8491.3262,9329.9395,9515.5068,10632.927,11366.461,11021.269,10840.791,10860.36,10938.049,11029.323,11952.037,12863.652,12948.529,13744.63,13521.014,14277.742,14600.33,14610.311,14483.909,16576.885,17185.076,17934.92,21808.197,19305.783,19643.627,20578.281,19368.768,21823.207,21386.166,22403.018,22300.324,22134.387,22983.451,23231.088,23509.707,23098.021,23144.875,27477.234,27904.061,30830.996
Mauritania,,,,,,,,,,,1111.8704,943.13409,1024.6846,1082.7144,1640.6818,1901.9631,1882.1774,2004.755,2247.073,2156.3857,2374.0723,2322.6223,2337.9353,2250.7722,2361.1685,2563.9988,2723.8633,2646.9531,2377.3843,2494.959,2400.5676,2406.1594,2167.1621,2130.8962,2044.5469,2015.674,2054.2986,2053.7639,2037.5682,2032.0333,1931.0891,1945.4526,1939.7872,2086.8887,2135.6904,1946.0675,2136.9666,1981.5374,1978.9015,2070.0994,2052.0669,2030.7009,2127.2869,2350.2607,2377.3855,2687.7444,2961.8818,2913.5542,2852.2444,2681.251,3082.647,3088.8057,3014.8801,3182.8525,3006.217,3126.5208,2939.4001,2988.7908
Mauritius,4620.7275,4626.6353,4598.481,4389.5337,4189.4863,4265.0938,4263.3862,4329.1963,4100.644,4148.9404,3653.9246,3968.7161,4198.8335,4218.7783,4679.5225,4300.5674,4298.0542,4552.0044,3638.3499,3621.6641,4305.3198,4517.7246,4648.4292,4841.2563,4745.105,4708.3271,6157.2192,6332.165,6394.5762,5960.064,5923.1074,6087.0859,6207.2988,6257.4619,7184.2012,6934.9238,7504.5967,9266.9424,9348.2412,9715.5615,10531.488,11129.275,11429.354,12035.628,12598.792,13245.916,14822.055,14648.864,14864.612,14705.54,14763.019,14329.453,14242.916,14006.821,13904.561,13403.55,14050.476,15395.981,15428.809,14859.864,15178.326,16831.492,17044.471,18009.348,18781.223,19660.582,21135.746,22827.002
Mexico,4487.7998,4723.7607,4787.4014,4590.2207,4947.4775,5200.2578,5399.6929,5628.189,5721.062,5686.1992,5919.7603,5901.6875,5937.1782,6280.0747,6907.6812,7060.5703,7274.436,7430.0132,7830.0386,7883.0664,8122.0229,8201.1104,8611.8574,9037.9316,9328.2217,9547.6484,9795.8594,9906.5859,10553.716,11387.169,12271.226,13015.533,12592.113,11572.389,11739.616,11603.933,10686.283,10665.947,10537.96,10743.782,11249.528,11530.837,11798.168,12924.658,13327.99,10599.875,10710.146,11353.299,12051.537,12230.764,12936.47,12764.813,12447.021,12326.068,12978.889,13690.058,13994.112,14217.104,14379.959,13618.062,14507.013,15542.918,15979.892,16503.945,17223.215,16903.82,17171.139,17382.658
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4913.0186,4753.7246,2814.8914,2873.5403,2596.6204,2725.4575,2692.6609,2472.5879,2224.9856,1841.037,2005.912,2104.0984,2313.3003,2574.0088,2705.7827,3041.5652,3299.3435,3386.3625,3631.8176,3585.9207,4173.6348,4885.4014,4910.126,5197.8223,5456.7988,5453.4937,5763.8433,5988.9336
Mongolia,,,,,,,,,,,,,,,,,,,,,1194.7894,1214.9237,1221.7352,1291.6213,1307.9583,1345.9208,1359.6671,1451.1276,1482.5634,1510.6609,1679.9838,1520.8176,1747.3363,1936.9395,2137.8101,2090.2939,2199.3123,2329.9487,2404.1792,2341.5403,3252.6912,2365.5291,2241.3003,1798.7158,1890.8219,2427.585,2275.3242,2370.9365,2360.4204,2480.4917,2845.9297,3137.6797,3401.3076,3659.7039,4271.6631,4998.8848,5773.1748,6555.3677,7002.9233,6541.2769,7670.7139,9545.1221,10811.841,11217.623,11063.04,10678.132,10781.462,10716.021
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10611.426,9463.7266,7214.938,4566.5088,4623.5581,5293.2949,6758.4453,7194.7471,7619.3691,6966.042,7875.9331,8300.9727,8041.5117,8082.4199,8510.3848,9059.9678,11430.17,14257.911,15197.333,13988.625,14960.948,15692.302,14707.128,14897.104,14906.87,15971.277,16879.674,17888.533
Montserrat,,,,,,,,,,,,,,,,,,,,,10276.79,10496.519,10685.729,10929.595,11284.46,11929.951,11482.606,11187.244,11475.292,13046.713,14410.492,14824.019,15496.393,14814.238,15457.18,16366.875,17459.93,18502.418,21657.498,27344.158,33922.199,23836.768,21758.225,20777.824,20839.254,19183.146,14590.468,14954.355,14177.135,16034.364,16984.199,17432.164,18097.699,17294.305,16967.615,17330.768,15963.396,16194.151,17286.986,14746.788,15385.003,18260.637,17055.557,17356.695,18606.445,16440.764,17252.055,16816.264
Morocco,1252.4442,1226.8829,1274.0981,1268.6534,1301.2936,1250.8392,1245.5592,1198.6228,1244.6692,1266.0723,1257.6625,1563.6268,1747.1377,1994.1656,2068.9932,1989.1953,1873.2538,1886.2068,1962.6962,2134.9082,1989.9838,2080.8005,2085.4326,2100.7993,2213.7844,2293.1692,2483.3252,2506.5938,2595.8127,2687.47,2651.7354,2630.7053,2878.6213,3007.0801,3187.0625,3423.3442,3701.9421,3728.2373,4072.8279,4085.8643,4086.9543,4477.2173,4429.9399,4413.7026,4866.6357,4740.5845,5475.2529,5018.5137,4995.5703,4729.2007,4500.2158,4549.7065,4436.9634,4546.1978,4482.604,4402.4722,4748.8218,4984.772,5577.8999,6057.6631,6421.9375,7146.228,7343.7266,7545.6738,7502.5298,7832.542,7995.4087,8265.6484
Mozambique,,,,,,,,,,,493.69632,491.86661,524.61945,522.69427,532.45905,525.17975,515.02313,565.31738,575.27441,593.57629,556.95129,584.90222,599.34045,612.20825,633.24231,629.80756,648.48615,626.53461,617.7724,624.06506,619.22083,628.45135,603.31036,515.45276,555.63385,451.05182,556.70911,513.0639,520.72089,561.11383,540.34497,565.78314,496.06918,506.12296,545.04688,485.52847,554.84106,618.55188,628.46851,592.53918,664.03204,700.41199,827.00842,880.56085,890.68365,944.70178,953.82849,970.07819,996.01746,975.43579,969.23077,925.35114,955.52313,1121.6743,1284.9899,1304.4912,1423.2395,1376.5532
Myanmar,,,,,,,,,,,,,765.65826,846.31891,778.53894,820.49414,799.31879,716.88757,735.22437,750.09314,788.40491,795.78619,772.55536,757.21753,759.9104,773.40204,793.68823,805.44897,820.67169,832.64813,880.07935,911.99268,951.0238,977.93878,1022.8112,1018.9731,992.26196,943.51331,806.24738,809.77759,811.77362,773.26483,821.8653,1049.4807,1001.0235,1101.8232,1095.6333,1080.0964,1255.6583,1203.769,1162.8105,1230.7003,1236.8448,1424.1458,1518.5931,1717.8849,1903.6505,2125.9673,2493.9751,2715.6521,3422.2415,3904.5854,4296.189,4909.6216,5307.2236,5454.0376,5484.3887,5730.1064
Namibia,,,,,,,,,,,3845.6238,3748.2844,4165.0918,4325.9956,4771.3291,4836.1201,4971.3896,4837.4614,4875.6211,5088.6323,5370.1841,5484.7061,5421.7437,5468.3213,5692.4688,5663.6455,5614.2051,5475.9141,5513.9414,5643.6812,5807.7959,5782.1572,5808.8701,5456.3979,5458.4946,5407.8838,5443.418,5326.291,5097.7275,5037.3271,4489.5557,4793.7656,4883.6523,4872.3188,4806.9941,4864.4551,5003.4692,4971.9399,4987.1802,5043.3042,5103.9219,5172.0776,5312.939,5258.4019,5670.5713,6120.0215,6662.6338,6874.4668,7584.7065,7283.4858,7689.1714,8280.2314,9247.7754,9519.6133,11106.028,11305.739,11000.812,10301.676
Nepal,,,,,,,,,,,701.32959,690.19293,698.07599,693.52911,754.37854,729.11407,770.20892,736.24933,726.25604,750.92474,779.22577,746.7312,759.08441,734.08832,752.42139,748.87244,763.63446,765.104,778.12866,797.93726,744.19098,806.42462,834.19843,847.56787,886.9552,905.06195,942.76111,937.73029,989.82538,1048.6578,1052.7173,1114.902,1102.3701,1158.009,1360.2762,1420.1268,1512.9932,1483.8562,1405.6501,1376.1978,1381.543,1294.9222,1269.1277,1375.3745,1317.6144,1317.4408,1378.7488,1460.5265,1601.9786,1807.0681,1996.1962,2176.9746,2376.4392,2441.3513,2595.5671,2527.9116,2532.4661,2720.2031
Netherlands,7835.3999,8090.6123,8188.0938,8769.292,9185.4697,9843.7998,10105.561,10350.82,10161.542,10594.616,11461.349,11571.952,11910.418,11850.45,13046.359,13420.355,13490.457,14072.765,14842.305,15936.525,16716.73,17424.063,17908.621,18980.012,20519.375,20098.686,20928.75,21065.047,21529.297,22022.943,22816.479,22033.293,21314.689,21275.615,21597.855,20991.938,21822.764,21916.75,22647.904,23478.271,24817.055,25427.816,25614.637,26304.543,26892.184,28070.57,29106.844,30976.475,31800.34,34100.586,37274.07,37551.523,37352.734,37199.102,37723.113,42666.082,43585.457,46372.727,48119.07,43955.371,44004.145,44757.707,45481.406,48067.875,45789.117,45060.969,44591.039,46601.563
New Zealand,10702.95,9640.2705,9863.2871,9936.4551,10721.749,10883.321,10914.868,11137.951,11277.969,11566.386,12835.856,13285.427,13348.076,13823.633,14155.784,14783.091,15465.34,14523.813,14328.99,15678.449,15108.938,15593.844,16152.029,17090.496,17458.506,16846.102,17186.164,16426.604,16265.505,16182.041,16265.303,16723.15,16756.703,17583.969,18261.471,17857.855,19016.783,19750.084,20584.471,20608.096,20580.633,19852.834,20079.287,21248.818,22273.049,23143.967,24040.166,24698.799,24927.207,26313.357,26470.395,26958.17,27324.732,27802.158,27669.908,28453.109,28521.24,30204.309,30201.24,30071.428,30867.053,31903.787,31791.236,33290.457,34784.367,34812.035,35936.344,36537.797
Nicaragua,3271.9333,3629.3398,4068.833,4167.0264,4389.2583,4579.6558,4425.9893,4652.5664,4542.6519,4484.0977,4366.6982,4541.8105,4980.0938,5275.791,5756.7866,6280.8247,6177.9087,6418.0728,6322.5288,6442.4473,6365.6421,6419.4463,6086.4438,6741.4082,7581.6699,6720.3892,7034.915,7928.3877,6360.5898,3802.2012,5021.5352,5152.6675,4764.5635,4908.208,4763.0806,4733.2236,4437.4941,4503.7397,3383.5317,3056.0244,3030.5571,3102.4001,3028.606,2873.2227,2992.6323,3110.4226,3206.2451,3291.2129,3400.3738,3535.4292,3569.4128,3592.6548,3528.2915,3555.9387,3635.3386,3825.1738,3823.8291,3960.6121,4062.6521,3901.0305,3992.762,4176.7939,4289.2837,4418.8188,4664.8994,4816.981,5042.4902,5209.7212
Niger,,,,,,,,,,,1367.9337,1429.257,1561.0557,1671.3013,1616.1141,1639.3525,1586.1925,1585.6663,1575.774,1419.2628,1478.2095,1467.7241,1391.3633,1186.1882,1255.8909,1094.5724,1142.6272,1240.3743,1304.8334,1399.7085,1348.1085,1238.6058,1209.16,1141.861,860.63531,910.16327,896.37073,872.99182,847.04944,809.19812,822.74817,803.68915,769.88715,745.52454,739.33807,771.06854,734.23535,719.8006,773.5719,756.87683,706.1665,745.73706,757.88043,758.96814,706.64227,703.92871,720.34637,711.3429,740.0307,750.29279,845.86932,792.96045,837.85205,848.24445,895.26202,926.13824,903.87964,908.6496
Nigeria,2633.4976,2775.1907,2988.4771,2847.8457,3029.6421,3208.3579,3029.9875,3106.1602,3311.4531,3577.0535,4034.9255,3892.7297,3882.7266,4020.8237,4185.2046,4266.5879,3808.7244,3286.9478,3411.606,4366.5508,4588.1055,5026.5259,5232.6924,5695.1118,6180.3369,6135.0376,6175.5298,6944.9751,6824.1191,6170.6045,5597.9712,5290.3989,5323.0537,5115.6821,4568.9844,4835.9058,1475.1396,1132.8959,1037.0446,981.92609,1018.1959,806.92529,720.49646,593.73151,522.06085,453.19977,441.21655,461.2562,425.89523,673.32355,975.93719,1011.6209,1197.6788,1608.8125,2283.2798,3392.7324,3542.2693,4436.6895,4484.6011,4752.5659,5186.3047,5192.1504,5482.6797,5495.8389,5508.2881,4965.561,4426.3672,4285.0645
Norway,8509.9873,8877.458,9230.418,9597.2236,9754.3604,9979.1855,10265.88,10655.331,10487.658,10661.563,10814.535,11339.486,11457.05,11763.857,12404.318,13005.87,13363.947,14096.889,14489.142,14937.827,12190.147,12996.649,14290.029,14621.907,15856.509,17593.662,19484.211,20024.777,21560.127,22848.783,24258.137,24393.48,24084.199,25135.75,26612.787,26753.857,25776.717,26320.631,25128.373,26010.459,28637.889,28556.041,29290.582,29431.27,30415.049,32595.947,36455.941,38306.41,36239.301,40213.816,49518.625,49814.926,47715.855,51127.16,54257.918,66904.055,72366.961,72809.102,81911.469,68360.867,73262.68,80391.633,83851.234,81761.359,75652.117,62841.77,59646.379,60590.25
Oman,,,,,,,,,,,,,,,,,,,,,6186.478,6041.9536,6368.7817,5267.231,6463.3984,7950.8042,9002.8076,10046.177,10906.03,11155.683,11522.086,12754.077,12651.921,13318.516,13996.784,14461.338,10702.666,11305.575,8864.543,10453.902,11781.719,10394.852,11296.296,10488.877,9815.0674,11037.642,12001.557,12525.013,11536.451,13735.271,17074.754,18728.113,18495.551,21383.143,25810.785,28153.088,37149.27,40513.227,48105.965,38722.848,40472.676,43928,46311.262,45511.051,39920.141,31585.518,29389.609,27338.375
